[2025-12-17 16:30:55] test_synthetic.py(142) : DEBUG_MODE: False
[2025-12-17 16:30:55] test_synthetic.py(143) : USE_CUDA: True, CUDA_DEVICE_NUM: 0
[2025-12-17 16:30:55] test_synthetic.py(144) : env_params{'mode': 'test', 'data_path': '/public/home/bayp/exp_survey_202509/0_data_survey/survey_synthetic_tsp/test_tsp1000_n128_lkh.txt', 'sub_path': False, 'RRC_budget': 1000}
[2025-12-17 16:30:55] test_synthetic.py(144) : model_params{'mode': 'test', 'embedding_dim': 128, 'sqrt_embedding_dim': 11.313708498984761, 'decoder_layer_num': 6, 'qkv_dim': 16, 'head_num': 8, 'ff_hidden_dim': 512}
[2025-12-17 16:30:55] test_synthetic.py(144) : tester_params{'use_cuda': True, 'cuda_device_num': 0, 'test_episodes': 128, 'test_batch_size': 128}
[2025-12-17 16:30:55] test_synthetic.py(144) : logger_params{'log_file': {'desc': 'test_tsp1000_RRC1000', 'filename': 'run_log.txt', 'filepath': './result_survey_tsp_synthetic/tsp1000/20251217_163055test_tsp1000_RRC1000'}}
[2025-12-17 16:32:34] TSPTester.py(192) : greedy, name:TSP1000, gap:3.116160 %,  Elapsed[1.63m], stu_l:23.838638 , opt_l:23.118198
[2025-12-17 17:45:09] TSPTester.py(256) : RRC step157, name:TSP1000, gap:1.077695 %, Elapsed[1.24h], stu_l:23.367413 , opt_l:23.118198
[2025-12-17 17:45:28] TSPTester.py(256) : RRC step158, name:TSP1000, gap:1.077695 %, Elapsed[1.24h], stu_l:23.367413 , opt_l:23.118198
[2025-12-17 17:46:19] TSPTester.py(256) : RRC step159, name:TSP1000, gap:1.077695 %, Elapsed[1.26h], stu_l:23.367413 , opt_l:23.118198
[2025-12-17 17:46:20] TSPTester.py(256) : RRC step160, name:TSP1000, gap:1.070652 %, Elapsed[1.26h], stu_l:23.365784 , opt_l:23.118198
[2025-12-17 17:46:21] TSPTester.py(256) : RRC step161, name:TSP1000, gap:1.065834 %, Elapsed[1.26h], stu_l:23.364674 , opt_l:23.118198
[2025-12-17 17:47:18] TSPTester.py(256) : RRC step162, name:TSP1000, gap:1.065833 %, Elapsed[1.27h], stu_l:23.364674 , opt_l:23.118198
[2025-12-17 17:47:59] TSPTester.py(256) : RRC step163, name:TSP1000, gap:1.065833 %, Elapsed[1.28h], stu_l:23.364674 , opt_l:23.118198
[2025-12-17 17:48:00] TSPTester.py(256) : RRC step164, name:TSP1000, gap:1.063665 %, Elapsed[1.28h], stu_l:23.364176 , opt_l:23.118198
[2025-12-17 17:48:07] TSPTester.py(256) : RRC step165, name:TSP1000, gap:1.061467 %, Elapsed[1.29h], stu_l:23.363670 , opt_l:23.118198
[2025-12-17 17:48:10] TSPTester.py(256) : RRC step166, name:TSP1000, gap:1.058966 %, Elapsed[1.29h], stu_l:23.363091 , opt_l:23.118198
[2025-12-17 17:48:16] TSPTester.py(256) : RRC step167, name:TSP1000, gap:1.055577 %, Elapsed[1.29h], stu_l:23.362310 , opt_l:23.118198
[2025-12-17 17:48:20] TSPTester.py(256) : RRC step168, name:TSP1000, gap:1.054157 %, Elapsed[1.29h], stu_l:23.361982 , opt_l:23.118198
[2025-12-17 17:48:51] TSPTester.py(256) : RRC step169, name:TSP1000, gap:1.053447 %, Elapsed[1.30h], stu_l:23.361820 , opt_l:23.118198
[2025-12-17 17:49:27] TSPTester.py(256) : RRC step170, name:TSP1000, gap:1.052539 %, Elapsed[1.31h], stu_l:23.361610 , opt_l:23.118198
[2025-12-17 17:50:23] TSPTester.py(256) : RRC step171, name:TSP1000, gap:1.052540 %, Elapsed[1.32h], stu_l:23.361610 , opt_l:23.118198
[2025-12-17 17:52:03] TSPTester.py(256) : RRC step172, name:TSP1000, gap:1.052539 %, Elapsed[1.35h], stu_l:23.361610 , opt_l:23.118198
[2025-12-17 17:52:22] TSPTester.py(256) : RRC step173, name:TSP1000, gap:1.052360 %, Elapsed[1.36h], stu_l:23.361568 , opt_l:23.118198
[2025-12-17 17:52:23] TSPTester.py(256) : RRC step174, name:TSP1000, gap:1.044115 %, Elapsed[1.36h], stu_l:23.359655 , opt_l:23.118198
[2025-12-17 17:52:57] TSPTester.py(256) : RRC step175, name:TSP1000, gap:1.043789 %, Elapsed[1.37h], stu_l:23.359579 , opt_l:23.118198
[2025-12-17 17:52:58] TSPTester.py(256) : RRC step176, name:TSP1000, gap:1.034843 %, Elapsed[1.37h], stu_l:23.357510 , opt_l:23.118198
[2025-12-17 17:53:06] TSPTester.py(256) : RRC step177, name:TSP1000, gap:1.034512 %, Elapsed[1.37h], stu_l:23.357435 , opt_l:23.118198
[2025-12-17 17:53:55] TSPTester.py(256) : RRC step178, name:TSP1000, gap:1.034511 %, Elapsed[1.38h], stu_l:23.357433 , opt_l:23.118198
[2025-12-17 17:55:17] TSPTester.py(256) : RRC step179, name:TSP1000, gap:1.034512 %, Elapsed[1.41h], stu_l:23.357435 , opt_l:23.118198
[2025-12-17 17:55:56] TSPTester.py(256) : RRC step180, name:TSP1000, gap:1.034047 %, Elapsed[1.42h], stu_l:23.357327 , opt_l:23.118198
[2025-12-17 17:56:16] TSPTester.py(256) : RRC step181, name:TSP1000, gap:1.032347 %, Elapsed[1.42h], stu_l:23.356936 , opt_l:23.118198
[2025-12-17 17:56:19] TSPTester.py(256) : RRC step182, name:TSP1000, gap:1.027606 %, Elapsed[1.42h], stu_l:23.355839 , opt_l:23.118198
[2025-12-17 17:56:58] TSPTester.py(256) : RRC step183, name:TSP1000, gap:1.027606 %, Elapsed[1.43h], stu_l:23.355839 , opt_l:23.118198
[2025-12-17 17:57:46] TSPTester.py(256) : RRC step184, name:TSP1000, gap:1.027606 %, Elapsed[1.45h], stu_l:23.355837 , opt_l:23.118198
[2025-12-17 17:58:00] TSPTester.py(256) : RRC step185, name:TSP1000, gap:1.027081 %, Elapsed[1.45h], stu_l:23.355713 , opt_l:23.118198
[2025-12-17 17:58:38] TSPTester.py(256) : RRC step186, name:TSP1000, gap:1.027080 %, Elapsed[1.46h], stu_l:23.355713 , opt_l:23.118198
[2025-12-17 17:58:42] TSPTester.py(256) : RRC step187, name:TSP1000, gap:1.026420 %, Elapsed[1.46h], stu_l:23.355560 , opt_l:23.118198
[2025-12-17 18:00:12] TSPTester.py(256) : RRC step188, name:TSP1000, gap:1.026420 %, Elapsed[1.49h], stu_l:23.355560 , opt_l:23.118198
[2025-12-17 18:00:19] TSPTester.py(256) : RRC step189, name:TSP1000, gap:1.025342 %, Elapsed[1.49h], stu_l:23.355310 , opt_l:23.118198
[2025-12-17 18:00:25] TSPTester.py(256) : RRC step190, name:TSP1000, gap:1.023866 %, Elapsed[1.49h], stu_l:23.354969 , opt_l:23.118198
[2025-12-17 18:01:41] TSPTester.py(256) : RRC step191, name:TSP1000, gap:1.023866 %, Elapsed[1.51h], stu_l:23.354969 , opt_l:23.118198
[2025-12-17 18:02:12] TSPTester.py(256) : RRC step192, name:TSP1000, gap:1.023866 %, Elapsed[1.52h], stu_l:23.354969 , opt_l:23.118198
[2025-12-17 18:03:45] TSPTester.py(256) : RRC step193, name:TSP1000, gap:1.023866 %, Elapsed[1.55h], stu_l:23.354969 , opt_l:23.118198
[2025-12-17 18:03:46] TSPTester.py(256) : RRC step194, name:TSP1000, gap:1.022526 %, Elapsed[1.55h], stu_l:23.354656 , opt_l:23.118198
[2025-12-17 18:05:03] TSPTester.py(256) : RRC step195, name:TSP1000, gap:1.022526 %, Elapsed[1.57h], stu_l:23.354656 , opt_l:23.118198
[2025-12-17 18:06:24] TSPTester.py(256) : RRC step196, name:TSP1000, gap:1.022526 %, Elapsed[1.59h], stu_l:23.354656 , opt_l:23.118198
[2025-12-17 18:06:25] TSPTester.py(256) : RRC step197, name:TSP1000, gap:1.017032 %, Elapsed[1.59h], stu_l:23.353390 , opt_l:23.118198
[2025-12-17 18:06:26] TSPTester.py(256) : RRC step198, name:TSP1000, gap:1.013494 %, Elapsed[1.59h], stu_l:23.352568 , opt_l:23.118198
[2025-12-17 18:06:28] TSPTester.py(256) : RRC step199, name:TSP1000, gap:1.012198 %, Elapsed[1.59h], stu_l:23.352268 , opt_l:23.118198
[2025-12-17 18:06:35] TSPTester.py(256) : RRC step200, name:TSP1000, gap:1.012177 %, Elapsed[1.59h], stu_l:23.352264 , opt_l:23.118198
[2025-12-17 18:06:43] TSPTester.py(256) : RRC step201, name:TSP1000, gap:1.010240 %, Elapsed[1.60h], stu_l:23.351816 , opt_l:23.118198
[2025-12-17 18:06:45] TSPTester.py(256) : RRC step202, name:TSP1000, gap:1.005713 %, Elapsed[1.60h], stu_l:23.350769 , opt_l:23.118198
[2025-12-17 18:07:27] TSPTester.py(256) : RRC step203, name:TSP1000, gap:1.005713 %, Elapsed[1.61h], stu_l:23.350769 , opt_l:23.118198
[2025-12-17 18:07:42] TSPTester.py(256) : RRC step204, name:TSP1000, gap:1.004867 %, Elapsed[1.61h], stu_l:23.350573 , opt_l:23.118198
[2025-12-17 18:08:33] TSPTester.py(256) : RRC step205, name:TSP1000, gap:1.004867 %, Elapsed[1.63h], stu_l:23.350573 , opt_l:23.118198
[2025-12-17 18:09:49] TSPTester.py(256) : RRC step206, name:TSP1000, gap:1.004867 %, Elapsed[1.65h], stu_l:23.350573 , opt_l:23.118198
[2025-12-17 18:10:28] TSPTester.py(256) : RRC step207, name:TSP1000, gap:1.004867 %, Elapsed[1.66h], stu_l:23.350573 , opt_l:23.118198
[2025-12-17 18:12:00] TSPTester.py(256) : RRC step208, name:TSP1000, gap:1.004867 %, Elapsed[1.68h], stu_l:23.350573 , opt_l:23.118198
[2025-12-17 18:12:02] TSPTester.py(256) : RRC step209, name:TSP1000, gap:1.000926 %, Elapsed[1.69h], stu_l:23.349659 , opt_l:23.118198
[2025-12-17 18:13:12] TSPTester.py(256) : RRC step210, name:TSP1000, gap:1.000927 %, Elapsed[1.70h], stu_l:23.349659 , opt_l:23.118198
[2025-12-17 18:13:21] TSPTester.py(256) : RRC step211, name:TSP1000, gap:1.000927 %, Elapsed[1.71h], stu_l:23.349659 , opt_l:23.118198
[2025-12-17 18:14:24] TSPTester.py(256) : RRC step212, name:TSP1000, gap:1.000927 %, Elapsed[1.72h], stu_l:23.349659 , opt_l:23.118198
[2025-12-17 18:15:38] TSPTester.py(256) : RRC step213, name:TSP1000, gap:1.000927 %, Elapsed[1.75h], stu_l:23.349661 , opt_l:23.118198
[2025-12-17 18:17:12] TSPTester.py(256) : RRC step214, name:TSP1000, gap:1.000927 %, Elapsed[1.77h], stu_l:23.349659 , opt_l:23.118198
[2025-12-17 18:17:33] TSPTester.py(256) : RRC step215, name:TSP1000, gap:1.000900 %, Elapsed[1.78h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:18:25] TSPTester.py(256) : RRC step216, name:TSP1000, gap:1.000901 %, Elapsed[1.79h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:18:54] TSPTester.py(256) : RRC step217, name:TSP1000, gap:1.000901 %, Elapsed[1.80h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:19:13] TSPTester.py(256) : RRC step218, name:TSP1000, gap:1.000901 %, Elapsed[1.80h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:19:58] TSPTester.py(256) : RRC step219, name:TSP1000, gap:1.000901 %, Elapsed[1.82h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:20:10] TSPTester.py(256) : RRC step220, name:TSP1000, gap:1.000901 %, Elapsed[1.82h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:20:33] TSPTester.py(256) : RRC step221, name:TSP1000, gap:1.000901 %, Elapsed[1.83h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:21:50] TSPTester.py(256) : RRC step222, name:TSP1000, gap:1.000901 %, Elapsed[1.85h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:22:55] TSPTester.py(256) : RRC step223, name:TSP1000, gap:1.000901 %, Elapsed[1.87h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:23:10] TSPTester.py(256) : RRC step224, name:TSP1000, gap:1.000901 %, Elapsed[1.87h], stu_l:23.349655 , opt_l:23.118198
[2025-12-17 18:23:13] TSPTester.py(256) : RRC step225, name:TSP1000, gap:1.000581 %, Elapsed[1.87h], stu_l:23.349581 , opt_l:23.118198
[2025-12-17 18:23:40] TSPTester.py(256) : RRC step226, name:TSP1000, gap:1.000581 %, Elapsed[1.88h], stu_l:23.349581 , opt_l:23.118198
[2025-12-17 18:23:44] TSPTester.py(256) : RRC step227, name:TSP1000, gap:0.997555 %, Elapsed[1.88h], stu_l:23.348883 , opt_l:23.118198
[2025-12-17 18:23:46] TSPTester.py(256) : RRC step228, name:TSP1000, gap:0.994482 %, Elapsed[1.88h], stu_l:23.348179 , opt_l:23.118198
[2025-12-17 18:24:01] TSPTester.py(256) : RRC step229, name:TSP1000, gap:0.994457 %, Elapsed[1.88h], stu_l:23.348175 , opt_l:23.118198
[2025-12-17 18:24:01] TSPTester.py(256) : RRC step230, name:TSP1000, gap:0.986974 %, Elapsed[1.88h], stu_l:23.346447 , opt_l:23.118198
[2025-12-17 18:24:34] TSPTester.py(256) : RRC step231, name:TSP1000, gap:0.986975 %, Elapsed[1.89h], stu_l:23.346447 , opt_l:23.118198
[2025-12-17 18:25:33] TSPTester.py(256) : RRC step232, name:TSP1000, gap:0.986975 %, Elapsed[1.91h], stu_l:23.346447 , opt_l:23.118198
[2025-12-17 18:25:46] TSPTester.py(256) : RRC step233, name:TSP1000, gap:0.986888 %, Elapsed[1.91h], stu_l:23.346426 , opt_l:23.118198
[2025-12-17 18:25:58] TSPTester.py(256) : RRC step234, name:TSP1000, gap:0.986334 %, Elapsed[1.92h], stu_l:23.346298 , opt_l:23.118198
[2025-12-17 18:26:12] TSPTester.py(256) : RRC step235, name:TSP1000, gap:0.986312 %, Elapsed[1.92h], stu_l:23.346294 , opt_l:23.118198
[2025-12-17 18:26:13] TSPTester.py(256) : RRC step236, name:TSP1000, gap:0.984754 %, Elapsed[1.92h], stu_l:23.345932 , opt_l:23.118198
[2025-12-17 18:27:24] TSPTester.py(256) : RRC step237, name:TSP1000, gap:0.984754 %, Elapsed[1.94h], stu_l:23.345932 , opt_l:23.118198
[2025-12-17 18:27:45] TSPTester.py(256) : RRC step238, name:TSP1000, gap:0.984753 %, Elapsed[1.95h], stu_l:23.345932 , opt_l:23.118198
[2025-12-17 18:27:45] TSPTester.py(256) : RRC step239, name:TSP1000, gap:0.983693 %, Elapsed[1.95h], stu_l:23.345690 , opt_l:23.118198
[2025-12-17 18:27:46] TSPTester.py(256) : RRC step240, name:TSP1000, gap:0.981636 %, Elapsed[1.95h], stu_l:23.345215 , opt_l:23.118198
[2025-12-17 18:28:00] TSPTester.py(256) : RRC step241, name:TSP1000, gap:0.981175 %, Elapsed[1.95h], stu_l:23.345108 , opt_l:23.118198
[2025-12-17 18:28:01] TSPTester.py(256) : RRC step242, name:TSP1000, gap:0.978805 %, Elapsed[1.95h], stu_l:23.344559 , opt_l:23.118198
[2025-12-17 18:28:17] TSPTester.py(256) : RRC step243, name:TSP1000, gap:0.978512 %, Elapsed[1.96h], stu_l:23.344492 , opt_l:23.118198
[2025-12-17 18:28:31] TSPTester.py(256) : RRC step244, name:TSP1000, gap:0.978513 %, Elapsed[1.96h], stu_l:23.344492 , opt_l:23.118198
[2025-12-17 18:28:58] TSPTester.py(256) : RRC step245, name:TSP1000, gap:0.978512 %, Elapsed[1.97h], stu_l:23.344492 , opt_l:23.118198
[2025-12-17 18:29:22] TSPTester.py(256) : RRC step246, name:TSP1000, gap:0.978513 %, Elapsed[1.97h], stu_l:23.344492 , opt_l:23.118198
[2025-12-17 18:29:57] TSPTester.py(256) : RRC step247, name:TSP1000, gap:0.977855 %, Elapsed[1.98h], stu_l:23.344339 , opt_l:23.118198
[2025-12-17 18:31:03] TSPTester.py(256) : RRC step248, name:TSP1000, gap:0.977855 %, Elapsed[2.00h], stu_l:23.344339 , opt_l:23.118198
[2025-12-17 18:32:15] TSPTester.py(256) : RRC step249, name:TSP1000, gap:0.977855 %, Elapsed[2.02h], stu_l:23.344339 , opt_l:23.118198
[2025-12-17 18:32:16] TSPTester.py(256) : RRC step250, name:TSP1000, gap:0.973278 %, Elapsed[2.02h], stu_l:23.343279 , opt_l:23.118198
[2025-12-17 18:32:22] TSPTester.py(256) : RRC step251, name:TSP1000, gap:0.973278 %, Elapsed[2.02h], stu_l:23.343279 , opt_l:23.118198
[2025-12-17 18:32:27] TSPTester.py(256) : RRC step252, name:TSP1000, gap:0.971914 %, Elapsed[2.03h], stu_l:23.342966 , opt_l:23.118198
[2025-12-17 18:32:28] TSPTester.py(256) : RRC step253, name:TSP1000, gap:0.970040 %, Elapsed[2.03h], stu_l:23.342529 , opt_l:23.118198
[2025-12-17 18:32:28] TSPTester.py(256) : RRC step254, name:TSP1000, gap:0.969946 %, Elapsed[2.03h], stu_l:23.342508 , opt_l:23.118198
[2025-12-17 18:32:44] TSPTester.py(256) : RRC step255, name:TSP1000, gap:0.969945 %, Elapsed[2.03h], stu_l:23.342508 , opt_l:23.118198
[2025-12-17 18:34:20] TSPTester.py(256) : RRC step256, name:TSP1000, gap:0.969946 %, Elapsed[2.06h], stu_l:23.342508 , opt_l:23.118198
[2025-12-17 18:34:38] TSPTester.py(256) : RRC step257, name:TSP1000, gap:0.969946 %, Elapsed[2.06h], stu_l:23.342508 , opt_l:23.118198
[2025-12-17 18:35:24] TSPTester.py(256) : RRC step258, name:TSP1000, gap:0.969946 %, Elapsed[2.07h], stu_l:23.342508 , opt_l:23.118198
[2025-12-17 18:35:25] TSPTester.py(256) : RRC step259, name:TSP1000, gap:0.964452 %, Elapsed[2.07h], stu_l:23.341238 , opt_l:23.118198
[2025-12-17 18:35:25] TSPTester.py(256) : RRC step260, name:TSP1000, gap:0.964360 %, Elapsed[2.07h], stu_l:23.341217 , opt_l:23.118198
[2025-12-17 18:35:31] TSPTester.py(256) : RRC step261, name:TSP1000, gap:0.964111 %, Elapsed[2.08h], stu_l:23.341160 , opt_l:23.118198
[2025-12-17 18:35:56] TSPTester.py(256) : RRC step262, name:TSP1000, gap:0.964111 %, Elapsed[2.08h], stu_l:23.341160 , opt_l:23.118198
[2025-12-17 18:36:40] TSPTester.py(256) : RRC step263, name:TSP1000, gap:0.964111 %, Elapsed[2.10h], stu_l:23.341160 , opt_l:23.118198
[2025-12-17 18:36:40] TSPTester.py(256) : RRC step264, name:TSP1000, gap:0.963323 %, Elapsed[2.10h], stu_l:23.340977 , opt_l:23.118198
[2025-12-17 18:36:42] TSPTester.py(256) : RRC step265, name:TSP1000, gap:0.957017 %, Elapsed[2.10h], stu_l:23.339516 , opt_l:23.118198
[2025-12-17 18:36:57] TSPTester.py(256) : RRC step266, name:TSP1000, gap:0.957017 %, Elapsed[2.10h], stu_l:23.339516 , opt_l:23.118198
[2025-12-17 18:37:00] TSPTester.py(256) : RRC step267, name:TSP1000, gap:0.955831 %, Elapsed[2.10h], stu_l:23.339241 , opt_l:23.118198
[2025-12-17 18:37:16] TSPTester.py(256) : RRC step268, name:TSP1000, gap:0.955832 %, Elapsed[2.11h], stu_l:23.339241 , opt_l:23.118198
[2025-12-17 18:38:27] TSPTester.py(256) : RRC step269, name:TSP1000, gap:0.955832 %, Elapsed[2.13h], stu_l:23.339241 , opt_l:23.118198
[2025-12-17 18:38:29] TSPTester.py(256) : RRC step270, name:TSP1000, gap:0.953361 %, Elapsed[2.13h], stu_l:23.338673 , opt_l:23.118198
[2025-12-17 18:38:46] TSPTester.py(256) : RRC step271, name:TSP1000, gap:0.953018 %, Elapsed[2.13h], stu_l:23.338593 , opt_l:23.118198
[2025-12-17 18:39:01] TSPTester.py(256) : RRC step272, name:TSP1000, gap:0.952824 %, Elapsed[2.13h], stu_l:23.338549 , opt_l:23.118198
[2025-12-17 18:39:10] TSPTester.py(256) : RRC step273, name:TSP1000, gap:0.952761 %, Elapsed[2.14h], stu_l:23.338533 , opt_l:23.118198
[2025-12-17 18:39:19] TSPTester.py(256) : RRC step274, name:TSP1000, gap:0.951999 %, Elapsed[2.14h], stu_l:23.338356 , opt_l:23.118198
[2025-12-17 18:39:19] TSPTester.py(256) : RRC step275, name:TSP1000, gap:0.948443 %, Elapsed[2.14h], stu_l:23.337536 , opt_l:23.118198
[2025-12-17 18:39:20] TSPTester.py(256) : RRC step276, name:TSP1000, gap:0.946688 %, Elapsed[2.14h], stu_l:23.337130 , opt_l:23.118198
[2025-12-17 18:40:57] TSPTester.py(256) : RRC step277, name:TSP1000, gap:0.946688 %, Elapsed[2.17h], stu_l:23.337130 , opt_l:23.118198
[2025-12-17 18:41:49] TSPTester.py(256) : RRC step278, name:TSP1000, gap:0.946687 %, Elapsed[2.18h], stu_l:23.337130 , opt_l:23.118198
[2025-12-17 18:41:53] TSPTester.py(256) : RRC step279, name:TSP1000, gap:0.946674 %, Elapsed[2.18h], stu_l:23.337128 , opt_l:23.118198
[2025-12-17 18:43:28] TSPTester.py(256) : RRC step280, name:TSP1000, gap:0.946674 %, Elapsed[2.21h], stu_l:23.337128 , opt_l:23.118198
[2025-12-17 18:43:58] TSPTester.py(256) : RRC step281, name:TSP1000, gap:0.946674 %, Elapsed[2.22h], stu_l:23.337128 , opt_l:23.118198
[2025-12-17 18:44:36] TSPTester.py(256) : RRC step282, name:TSP1000, gap:0.946674 %, Elapsed[2.23h], stu_l:23.337128 , opt_l:23.118198
[2025-12-17 18:44:38] TSPTester.py(256) : RRC step283, name:TSP1000, gap:0.946139 %, Elapsed[2.23h], stu_l:23.337004 , opt_l:23.118198
[2025-12-17 18:44:40] TSPTester.py(256) : RRC step284, name:TSP1000, gap:0.943963 %, Elapsed[2.23h], stu_l:23.336500 , opt_l:23.118198
[2025-12-17 18:44:40] TSPTester.py(256) : RRC step285, name:TSP1000, gap:0.942069 %, Elapsed[2.23h], stu_l:23.336061 , opt_l:23.118198
[2025-12-17 18:44:46] TSPTester.py(256) : RRC step286, name:TSP1000, gap:0.941836 %, Elapsed[2.23h], stu_l:23.336008 , opt_l:23.118198
[2025-12-17 18:44:49] TSPTester.py(256) : RRC step287, name:TSP1000, gap:0.940529 %, Elapsed[2.23h], stu_l:23.335705 , opt_l:23.118198
[2025-12-17 18:44:55] TSPTester.py(256) : RRC step288, name:TSP1000, gap:0.938730 %, Elapsed[2.23h], stu_l:23.335293 , opt_l:23.118198
[2025-12-17 18:45:12] TSPTester.py(256) : RRC step289, name:TSP1000, gap:0.938730 %, Elapsed[2.24h], stu_l:23.335293 , opt_l:23.118198
[2025-12-17 18:45:54] TSPTester.py(256) : RRC step290, name:TSP1000, gap:0.938730 %, Elapsed[2.25h], stu_l:23.335293 , opt_l:23.118198
[2025-12-17 18:45:54] TSPTester.py(256) : RRC step291, name:TSP1000, gap:0.938503 %, Elapsed[2.25h], stu_l:23.335239 , opt_l:23.118198
[2025-12-17 18:45:58] TSPTester.py(256) : RRC step292, name:TSP1000, gap:0.937195 %, Elapsed[2.25h], stu_l:23.334938 , opt_l:23.118198
[2025-12-17 18:46:07] TSPTester.py(256) : RRC step293, name:TSP1000, gap:0.937132 %, Elapsed[2.25h], stu_l:23.334923 , opt_l:23.118198
[2025-12-17 18:46:15] TSPTester.py(256) : RRC step294, name:TSP1000, gap:0.937122 %, Elapsed[2.26h], stu_l:23.334921 , opt_l:23.118198
[2025-12-17 18:46:17] TSPTester.py(256) : RRC step295, name:TSP1000, gap:0.934855 %, Elapsed[2.26h], stu_l:23.334398 , opt_l:23.118198
[2025-12-17 18:46:18] TSPTester.py(256) : RRC step296, name:TSP1000, gap:0.932377 %, Elapsed[2.26h], stu_l:23.333824 , opt_l:23.118198
[2025-12-17 18:46:26] TSPTester.py(256) : RRC step297, name:TSP1000, gap:0.931758 %, Elapsed[2.26h], stu_l:23.333683 , opt_l:23.118198
[2025-12-17 18:46:43] TSPTester.py(256) : RRC step298, name:TSP1000, gap:0.931758 %, Elapsed[2.26h], stu_l:23.333683 , opt_l:23.118198
[2025-12-17 18:46:43] TSPTester.py(256) : RRC step299, name:TSP1000, gap:0.927344 %, Elapsed[2.26h], stu_l:23.332661 , opt_l:23.118198
[2025-12-17 18:47:04] TSPTester.py(256) : RRC step300, name:TSP1000, gap:0.927344 %, Elapsed[2.27h], stu_l:23.332661 , opt_l:23.118198
[2025-12-17 18:48:12] TSPTester.py(256) : RRC step301, name:TSP1000, gap:0.927344 %, Elapsed[2.29h], stu_l:23.332661 , opt_l:23.118198
[2025-12-17 18:49:20] TSPTester.py(256) : RRC step302, name:TSP1000, gap:0.927344 %, Elapsed[2.31h], stu_l:23.332661 , opt_l:23.118198
[2025-12-17 18:49:38] TSPTester.py(256) : RRC step303, name:TSP1000, gap:0.927344 %, Elapsed[2.31h], stu_l:23.332661 , opt_l:23.118198
[2025-12-17 18:49:53] TSPTester.py(256) : RRC step304, name:TSP1000, gap:0.927344 %, Elapsed[2.32h], stu_l:23.332661 , opt_l:23.118198
[2025-12-17 18:50:55] TSPTester.py(256) : RRC step305, name:TSP1000, gap:0.927344 %, Elapsed[2.33h], stu_l:23.332661 , opt_l:23.118198
[2025-12-17 18:50:58] TSPTester.py(256) : RRC step306, name:TSP1000, gap:0.926384 %, Elapsed[2.33h], stu_l:23.332439 , opt_l:23.118198
[2025-12-17 18:52:26] TSPTester.py(256) : RRC step307, name:TSP1000, gap:0.926384 %, Elapsed[2.36h], stu_l:23.332439 , opt_l:23.118198
[2025-12-17 18:52:34] TSPTester.py(256) : RRC step308, name:TSP1000, gap:0.923668 %, Elapsed[2.36h], stu_l:23.331808 , opt_l:23.118198
[2025-12-17 18:53:09] TSPTester.py(256) : RRC step309, name:TSP1000, gap:0.923634 %, Elapsed[2.37h], stu_l:23.331800 , opt_l:23.118198
[2025-12-17 18:54:37] TSPTester.py(256) : RRC step310, name:TSP1000, gap:0.923634 %, Elapsed[2.39h], stu_l:23.331800 , opt_l:23.118198
[2025-12-17 18:54:40] TSPTester.py(256) : RRC step311, name:TSP1000, gap:0.921427 %, Elapsed[2.40h], stu_l:23.331287 , opt_l:23.118198
[2025-12-17 18:54:42] TSPTester.py(256) : RRC step312, name:TSP1000, gap:0.918993 %, Elapsed[2.40h], stu_l:23.330727 , opt_l:23.118198
[2025-12-17 18:55:32] TSPTester.py(256) : RRC step313, name:TSP1000, gap:0.918993 %, Elapsed[2.41h], stu_l:23.330727 , opt_l:23.118198
[2025-12-17 18:55:33] TSPTester.py(256) : RRC step314, name:TSP1000, gap:0.915072 %, Elapsed[2.41h], stu_l:23.329819 , opt_l:23.118198
[2025-12-17 18:56:42] TSPTester.py(256) : RRC step315, name:TSP1000, gap:0.915071 %, Elapsed[2.43h], stu_l:23.329819 , opt_l:23.118198
[2025-12-17 18:57:33] TSPTester.py(256) : RRC step316, name:TSP1000, gap:0.915071 %, Elapsed[2.44h], stu_l:23.329819 , opt_l:23.118198
[2025-12-17 18:57:35] TSPTester.py(256) : RRC step317, name:TSP1000, gap:0.913865 %, Elapsed[2.44h], stu_l:23.329536 , opt_l:23.118198
[2025-12-17 18:57:59] TSPTester.py(256) : RRC step318, name:TSP1000, gap:0.913418 %, Elapsed[2.45h], stu_l:23.329433 , opt_l:23.118198
[2025-12-17 18:59:24] TSPTester.py(256) : RRC step319, name:TSP1000, gap:0.913417 %, Elapsed[2.47h], stu_l:23.329433 , opt_l:23.118198
[2025-12-17 18:59:25] TSPTester.py(256) : RRC step320, name:TSP1000, gap:0.912889 %, Elapsed[2.47h], stu_l:23.329311 , opt_l:23.118198
[2025-12-17 18:59:26] TSPTester.py(256) : RRC step321, name:TSP1000, gap:0.912697 %, Elapsed[2.48h], stu_l:23.329266 , opt_l:23.118198
